Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1740705792,438262e6d5cc,reverse-proxy-cache-1,438262e6d5cc,0.00%,"13.85MiB / 20MiB",69.24%,"1.5kB / 0B","0B / 0B",18
1740705792,d52de3ed82ed,reverse-proxy-agent-1,d52de3ed82ed,0.07%,"231.3MiB / 15.48GiB",1.46%,"91.4MB / 13.6MB","0B / 0B",36
1740705792,71aec95dca02,reverse-proxy-lb-1,71aec95dca02,0.19%,"101.3MiB / 15.48GiB",0.64%,"18.1MB / 20.7MB","0B / 0B",39
1740705792,a237bfb9c7a1,reverse-proxy-controller-1,a237bfb9c7a1,2.90%,"852.2MiB / 15.48GiB",5.38%,"8.05MB / 84.9MB","0B / 0B",232
1740705792,acc1260674a4,reverse-proxy-api-1,acc1260674a4,0.10%,"55.22MiB / 60MiB",92.04%,"11.5MB / 8.19MB","0B / 0B",21
1740705804,438262e6d5cc,reverse-proxy-cache-1,438262e6d5cc,0.00%,"13.85MiB / 20MiB",69.24%,"1.5kB / 0B","0B / 0B",18
1740705804,d52de3ed82ed,reverse-proxy-agent-1,d52de3ed82ed,33.76%,"2.13GiB / 15.48GiB",13.76%,"91.4MB / 13.7MB","0B / 0B",938
1740705804,71aec95dca02,reverse-proxy-lb-1,71aec95dca02,0.07%,"101.3MiB / 15.48GiB",0.64%,"18.1MB / 20.7MB","0B / 0B",39
1740705804,a237bfb9c7a1,reverse-proxy-controller-1,a237bfb9c7a1,1.25%,"855MiB / 15.48GiB",5.39%,"8.16MB / 84.9MB","0B / 0B",247
1740705804,acc1260674a4,reverse-proxy-api-1,acc1260674a4,0.07%,"55.22MiB / 60MiB",92.04%,"11.5MB / 8.19MB","0B / 0B",21
1740705817,438262e6d5cc,reverse-proxy-cache-1,438262e6d5cc,0.00%,"13.85MiB / 20MiB",69.24%,"1.5kB / 0B","0B / 0B",18
1740705817,d52de3ed82ed,reverse-proxy-agent-1,d52de3ed82ed,11.84%,"2.212GiB / 15.48GiB",14.29%,"91.5MB / 14MB","0B / 0B",922
1740705817,71aec95dca02,reverse-proxy-lb-1,71aec95dca02,1.05%,"100.1MiB / 15.48GiB",0.63%,"18.3MB / 20.9MB","0B / 0B",39
1740705817,a237bfb9c7a1,reverse-proxy-controller-1,a237bfb9c7a1,1.57%,"855.8MiB / 15.48GiB",5.40%,"8.3MB / 85MB","0B / 0B",247
1740705817,acc1260674a4,reverse-proxy-api-1,acc1260674a4,7.99%,"54.25MiB / 60MiB",90.42%,"11.5MB / 8.25MB","0B / 0B",23
1740705830,438262e6d5cc,reverse-proxy-cache-1,438262e6d5cc,0.00%,"13.85MiB / 20MiB",69.24%,"1.5kB / 0B","0B / 0B",18
1740705830,d52de3ed82ed,reverse-proxy-agent-1,d52de3ed82ed,19.63%,"2.235GiB / 15.48GiB",14.44%,"91.8MB / 14.4MB","0B / 0B",934
1740705830,71aec95dca02,reverse-proxy-lb-1,71aec95dca02,1.66%,"100.8MiB / 15.48GiB",0.64%,"18.7MB / 21.4MB","0B / 0B",39
1740705830,a237bfb9c7a1,reverse-proxy-controller-1,a237bfb9c7a1,1.26%,"856.9MiB / 15.48GiB",5.41%,"8.46MB / 85MB","0B / 0B",248
1740705830,acc1260674a4,reverse-proxy-api-1,acc1260674a4,14.54%,"54.29MiB / 60MiB",90.48%,"11.8MB / 8.4MB","0B / 0B",23
1740705842,438262e6d5cc,reverse-proxy-cache-1,438262e6d5cc,0.00%,"13.85MiB / 20MiB",69.24%,"1.5kB / 0B","0B / 0B",18
1740705842,d52de3ed82ed,reverse-proxy-agent-1,d52de3ed82ed,19.88%,"2.274GiB / 15.48GiB",14.70%,"92.2MB / 14.9MB","0B / 0B",926
1740705842,71aec95dca02,reverse-proxy-lb-1,71aec95dca02,2.30%,"102MiB / 15.48GiB",0.64%,"19.4MB / 22.2MB","0B / 0B",39
1740705842,a237bfb9c7a1,reverse-proxy-controller-1,a237bfb9c7a1,1.51%,"858MiB / 15.48GiB",5.41%,"8.63MB / 85.1MB","0B / 0B",247
1740705842,acc1260674a4,reverse-proxy-api-1,acc1260674a4,17.85%,"51.54MiB / 60MiB",85.90%,"12.1MB / 8.63MB","0B / 0B",34
1740705854,438262e6d5cc,reverse-proxy-cache-1,438262e6d5cc,0.00%,"13.85MiB / 20MiB",69.24%,"1.5kB / 0B","0B / 0B",18
1740705854,d52de3ed82ed,reverse-proxy-agent-1,d52de3ed82ed,19.66%,"2.313GiB / 15.48GiB",14.94%,"92.8MB / 15.6MB","0B / 0B",926
